Name,Name Link,ChEBI-ID,ChEBI-ID Link,CAS Registry NumberⓇ,CAS Registry NumberⓇ Link,Formula,Mass,ID,PubChem CID,GESTIS ZVG-Nr.,group,Other ingredients from the group,kegg_id,density,Synonym,Used attributes,Found in,solutions list link,media list link,identifiers
Creatinine,https://mediadive.dsmz.de/ingredients/570?p=20,16737,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16737,60-27-5,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=60-27-5,C4H7N3O,113.118,C570,,,,,C00791,,"['1-Methylglycocyamidine', '1-Methylhydantoin-2-imide', '2-amino-1,5-dihydro-1-methyl-4H-Imidazol-4-one', '2-Amino-1-methylimidazolin-4-one', '2-imino-1-methylimidazolidin-4-one', 'Creatine anhydride', 'creatinina', 'Kreatinin']",,"['1 solutions', '1 media']",https://mediadive.dsmz.de/solution-finder/Creatinine///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Creatinine///,"{""CAS Registry Number\u00ae"": {""text"": ""60-27-5"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=60-27-5""}, ""ChEBI"": {""text"": ""16737"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16737""}, ""KEGG"": {""text"": ""C00791"", ""href"": ""https://www.genome.jp/dbget-bin/www_bget?cpd:C00791""}, ""MetaCyc"": {""text"": ""CREATININE"", ""href"": ""https://metacyc.org/compound?orgid=META&id=CREATININE""}}"
Na-thiosulfate,https://mediadive.dsmz.de/ingredients/572?p=20,132112,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:132112,7772-98-7,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7772-98-7,H2O3S2.2Na,158.11,C572,,2480,Na-thiosulfate,"['Sodium thiosulphate', 'Sodium Thiosulfate']",,1.667,"['anhydrous sodium thiosulfate', 'disodium sulfurothioate', 'Disodium thiosulfate', 'Sodium hyposulfite', 'Sodium oxide sulfide', 'Sodium thiosulfate', 'sodium thiosulfate (anhydrous)', 'Sodium thiosulphate', 'Thiosulfuric acid, disodium salt']",['2M in water (1×)'],"['2 solutions', '4 media']",https://mediadive.dsmz.de/solution-finder/Na-thiosulfate///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Na-thiosulfate///,"{""CAS Registry Number\u00ae"": {""text"": ""7772-98-7"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=7772-98-7""}, ""ChEBI"": {""text"": ""132112"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:132112""}, ""GESTIS ZVG-Nr."": {""text"": ""2480"", ""href"": ""https://gestis.dguv.de/data?name=002480""}}"
Dithiothreitol,https://mediadive.dsmz.de/ingredients/574?p=20,18320,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:18320,3483-12-3,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=3483-12-3,C4H10O2S2,154.3,C574,446094,122448,DL-Dithiothreitol,['DL-Dithiothreitol'],C00265,,"['(R*,R*)-1,4-dimercapto-2,3-butanediol', '1,4-Dithiothreitol', ""Cleland's reagent"", 'Dithiothreitol solutuion', 'Dithiotreitol', 'DL-threo-1,4-Dimercapto-2,3-butanediol', 'DTL', 'DTT', 'rac-Dithiothreitol', 'rel-(2R,3R)-1,4-disulfanylbutane-2,3-diol', 'threo-1,4-Dimercapto-2,3-butanediol']","['250 mM (3×)', '*, 0.1 M (2×)', 'DTT (1×)', '0.25 M (1×)']","['9 solutions', '10 media']",https://mediadive.dsmz.de/solution-finder/Dithiothreitol///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Dithiothreitol///,"{""CAS Registry Number\u00ae"": {""text"": ""3483-12-3"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=3483-12-3""}, ""PubChem CID"": {""text"": ""446094"", ""href"": ""https://pubchem.ncbi.nlm.nih.gov/compound/446094""}, ""ChEBI"": {""text"": ""18320"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:18320""}, ""KEGG"": {""text"": ""C00265"", ""href"": ""https://www.genome.jp/dbget-bin/www_bget?cpd:C00265""}, ""GESTIS ZVG-Nr."": {""text"": ""122448"", ""href"": ""https://gestis.dguv.de/data?name=122448""}}"
Maize extract,https://mediadive.dsmz.de/ingredients/575?p=20,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex,C575,,,,,,,,,"['1 solutions', '1 media']",https://mediadive.dsmz.de/solution-finder/Maize+extract///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Maize+extract///,null
Succinate,https://mediadive.dsmz.de/ingredients/576?p=20,26806,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:26806,56-14-4,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=56-14-4,C4H4O4-2,116.07,C576,160419,,,,,,"['succinate anion', 'Succinate dianion', 'succinates', 'succinic acid anion']",,"['2 solutions', '3 media']",https://mediadive.dsmz.de/solution-finder/Succinate///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Succinate///,"{""CAS Registry Number\u00ae"": {""text"": ""56-14-4"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=56-14-4""}, ""PubChem CID"": {""text"": ""160419"", ""href"": ""https://pubchem.ncbi.nlm.nih.gov/compound/160419""}, ""ChEBI"": {""text"": ""26806"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:26806""}}"
CoCl2x 2 H2O,https://mediadive.dsmz.de/ingredients/578?p=20,35696,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:35696,7646-79-9,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7646-79-9,Cl2Co,129.839,C578,,2590,CoCl2,"['CoCl2 x 6 H2O', 'CoCl2 x 4 H2O', 'CoCl2']",,,"['cobalt chloride', 'cobalt dichloride', 'cobalt muriate', 'cobalt(2+) chloride', 'cobalt(II) chloride', 'cobaltous chloride', 'cobaltous chloride anhydrous', 'cobaltous dichloride', 'CoCl2', 'dichlorocobalt', 'Kobalt chlorid', 'Kobalt(II)-chlorid', 'Kobaltdichlorid']",,"['2 solutions', '1 media']",https://mediadive.dsmz.de/solution-finder/CoCl2+x+2+H2O///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/CoCl2+x+2+H2O///,"{""CAS Registry Number\u00ae"": {""text"": ""7646-79-9"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=7646-79-9""}, ""ChEBI"": {""text"": ""35696"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:35696""}, ""GESTIS ZVG-Nr."": {""text"": ""2590"", ""href"": ""https://gestis.dguv.de/data?name=002590""}}"
Veal infusion broth,https://mediadive.dsmz.de/ingredients/579?p=20,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=,complex,complex,C579,,,,,,,,['Difco 0344 (1×)'],"['1 solutions', '1 media']",https://mediadive.dsmz.de/solution-finder/Veal+infusion+broth///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Veal+infusion+broth///,null
ACES,https://mediadive.dsmz.de/ingredients/581?p=20,65994,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:65994,7365-82-4,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7365-82-4,C4H10N2O4S,182.2,C581,81832,,ACES,['N-(2-acetamido)-2-aminoethanesulfonic acid'],,,"['23-O-beta-D-glucopyranosyl gypsogenic acid 28-O-beta-D-glucopyranosyl-(1->3)[beta-D-glucopyranosyl-(1->6)]-beta-D-glucopyranoside', 'ACES-buffer', 'N-(2-Acetamido)-2-aminoethanesulfonic acid']",['N-2-acetamido-2-aminoethane-sulfonic acid (2×)'],"['5 solutions', '4 media']",https://mediadive.dsmz.de/solution-finder/ACES///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/ACES///,"{""CAS Registry Number\u00ae"": {""text"": ""7365-82-4"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=7365-82-4""}, ""PubChem CID"": {""text"": ""81832"", ""href"": ""https://pubchem.ncbi.nlm.nih.gov/compound/81832""}, ""ChEBI"": {""text"": ""65994"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:65994""}}"
Activated charcoal,https://mediadive.dsmz.de/ingredients/582?p=20,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,7440-44-0,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7440-44-0,C,,C582,5462310,8040,Activated charcoal,['Activated carbon'],,1.8,['Carbon'],['Sigma C 5510 (2×)'],"['5 solutions', '4 media']",https://mediadive.dsmz.de/solution-finder/Activated+charcoal///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Activated+charcoal///,"{""CAS Registry Number\u00ae"": {""text"": ""7440-44-0"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=7440-44-0""}, ""PubChem CID"": {""text"": ""5462310"", ""href"": ""https://pubchem.ncbi.nlm.nih.gov/compound/5462310""}, ""GESTIS ZVG-Nr."": {""text"": ""8040"", ""href"": ""https://gestis.dguv.de/data?name=008040""}}"
Fe4(PO4)2,https://mediadive.dsmz.de/ingredients/583?p=21,132767,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:132767,10058-44-3,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=10058-44-3,Fe.3/4H4O7P2,745.211,C583,,,,,,,,,"['1 solutions', '1 media']",https://mediadive.dsmz.de/solution-finder/Fe4%28PO4%292///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Fe4%28PO4%292///,"{""CAS Registry Number\u00ae"": {""text"": ""10058-44-3"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=10058-44-3""}, ""ChEBI"": {""text"": ""132767"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:132767""}}"
D-Galactose,https://mediadive.dsmz.de/ingredients/584?p=21,12936,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:12936,59-23-4,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=59-23-4,C6-H12-O6,180.156,C584,,100237,,,,,"['D-Gal', 'D-galacto-hexose', 'Galactose']",,"['1 solutions', '2 media']",https://mediadive.dsmz.de/solution-finder/D-Galactose///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/D-Galactose///,"{""CAS Registry Number\u00ae"": {""text"": ""59-23-4"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=59-23-4""}, ""ChEBI"": {""text"": ""12936"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:12936""}, ""GESTIS ZVG-Nr."": {""text"": ""100237"", ""href"": ""https://gestis.dguv.de/data?name=100237""}}"
Na-EDTA,https://mediadive.dsmz.de/ingredients/589?p=21,64734,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:64734,139-33-3,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=139-33-3,C10H16N2O8.2Na,336.206,C589,,,Na-EDTA,['Na-EDTA x 2 H2O'],,,['NaEDTA'],,"['9 solutions', '47 media']",https://mediadive.dsmz.de/solution-finder/Na-EDTA///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Na-EDTA///,"{""CAS Registry Number\u00ae"": {""text"": ""139-33-3"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=139-33-3""}, ""ChEBI"": {""text"": ""64734"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:64734""}}"
CuCl2x H2O,https://mediadive.dsmz.de/ingredients/591?p=21,49553,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:49553,7447-39-4,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7447-39-4,Cl2Cu,134.452,C591,,2470,CuCl2,"['CuCl2 x 2 H2O', 'CuCl2', 'CuCl2 x 5 H2O', 'CuCl2 x 6 H2O']",,,"['Coclor', 'Copper bichloride', 'Copper chloride', 'Copper chloride (CuCl2)', 'Copper dichloride', 'Copper(2+) chloride', 'copper(2+) dichloride', 'Copper(2+)chloride', 'Copper(II) chloride', 'Copper(II) chloride (1:2)', 'CuCl2', 'Cupric chloride', 'Cupric chloride anhydrous', 'Cupric dichloride']",,"['1 solutions', '1 media']",https://mediadive.dsmz.de/solution-finder/CuCl2+x+H2O///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/CuCl2+x+H2O///,"{""CAS Registry Number\u00ae"": {""text"": ""7447-39-4"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=7447-39-4""}, ""ChEBI"": {""text"": ""49553"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:49553""}, ""GESTIS ZVG-Nr."": {""text"": ""2470"", ""href"": ""https://gestis.dguv.de/data?name=002470""}}"
Heptadecane,https://mediadive.dsmz.de/ingredients/592?p=21,16148,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16148,629-78-7,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=629-78-7,C17H36,240.468,C592,,,,,C01816,,"['CH3-[CH2]15-CH3', 'Heptadekan', 'n-heptadecane']",,"['1 solutions', '1 media']",https://mediadive.dsmz.de/solution-finder/Heptadecane///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Heptadecane///,"{""CAS Registry Number\u00ae"": {""text"": ""629-78-7"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=629-78-7""}, ""ChEBI"": {""text"": ""16148"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:16148""}, ""KEGG"": {""text"": ""C01816"", ""href"": ""https://www.genome.jp/dbget-bin/www_bget?cpd:C01816""}, ""MetaCyc"": {""text"": ""HEPTADECANE-CPD"", ""href"": ""https://metacyc.org/compound?orgid=META&id=HEPTADECANE-CPD""}}"
Tris HCl,https://mediadive.dsmz.de/ingredients/594?p=21,1185531,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:1185531,1185-53-1,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=1185-53-1,C4H11NO3.ClH,,C594,93573,,Tris-HCl,['Tris-HCl'],,,['Tromethamine hydrochloride'],,"['2 solutions', '3 media']",https://mediadive.dsmz.de/solution-finder/Tris+HCl///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Tris+HCl///,"{""CAS Registry Number\u00ae"": {""text"": ""1185-53-1"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=1185-53-1""}, ""PubChem CID"": {""text"": ""93573"", ""href"": ""https://pubchem.ncbi.nlm.nih.gov/compound/93573""}, ""ChEBI"": {""text"": ""1185531"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:1185531""}}"
FeSO4,https://mediadive.dsmz.de/ingredients/595?p=21,75832,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:75832,7720-78-7,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7720-78-7,FeO4S,151.91,C595,24393,4450,FeSO4,"['FeSO4 x 7 H2O', 'FeSO4 x 6 H2O', 'Fe SO4 x 7 H2O', 'FeSO4 x H2O', 'FeSO4 x 5 H2O']",,,"['Fe(II)SO4', 'Ferrosulfat', 'ferrous sulfate', 'ferrous sulfate (anh.)', 'ferrous sulfate (anhydrous)', 'ferrous sulfate anhydrous', 'iron sulfate (1:1)', 'iron(2+) sulfate', 'iron(2+) sulfate (anh.)', 'iron(II) sulfate', 'iron(II) sulfate (1:1)']","['pH 2.0, 10 mM (2×)', 'pH 2.0, 1.0 M (2×)', 'pH 2.0, *, 1 M (1×)', '1.25% (1×)', '0.1% w/v in 0.1 N H2SO4 (1×)', 'pH 2.0, 1 M (1×)']","['18 solutions', '18 media']",https://mediadive.dsmz.de/solution-finder/FeSO4///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/FeSO4///,"{""CAS Registry Number\u00ae"": {""text"": ""7720-78-7"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=7720-78-7""}, ""PubChem CID"": {""text"": ""24393"", ""href"": ""https://pubchem.ncbi.nlm.nih.gov/compound/24393""}, ""ChEBI"": {""text"": ""75832"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:75832""}, ""MetaCyc"": {""text"": ""CPD0-2386"", ""href"": ""https://metacyc.org/compound?orgid=META&id=CPD0-2386""}, ""GESTIS ZVG-Nr."": {""text"": ""4450"", ""href"": ""https://gestis.dguv.de/data?name=004450""}}"
Na-tartrate,https://mediadive.dsmz.de/ingredients/596?p=21,63017,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:63017,868-18-8,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=868-18-8,C4H4Na2O6,194.051,C596,,,Sodium tartrate,['Sodium tartrate'],,,"['(R-(R*,R*))-2,3-dihydroxybutanedioic acid, disodium salt', 'Bisodium tartrate', 'disodium (2R,3R)-2,3-dihydroxybutanedioate', 'disodium (R-(R*,R*))-2,3-dihydroxybutanedioate', 'Disodium L-(+)-tartrate', 'Disodium salt of L-(+)-tartaric acid', 'disodium tartrate', 'Sodium L-(+)-tartrate', 'Sodium tartrate', 'Tartaric acid, disodium salt']",,"['1 solutions', '3 media']",https://mediadive.dsmz.de/solution-finder/Na-tartrate///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Na-tartrate///,"{""CAS Registry Number\u00ae"": {""text"": ""868-18-8"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=868-18-8""}, ""ChEBI"": {""text"": ""63017"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:63017""}}"
Lab-Lemco beef extract,https://mediadive.dsmz.de/ingredients/599?p=21,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,91079-38-8,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=91079-38-8,complex,complex,C599,,,Meat extract,"['Meat extract', 'Beef extract', 'Ground beef', 'Brain heart infusion', 'Meat infusion', 'Tryptic Digest of beef heart', 'Bacto beef extract', 'Fish meat extract', 'Beef brain powder', 'Bacto brain heart infusion', 'Bacto Heart Infusion Broth', 'Beef', 'Cooked meat medium', 'Small dried sardine']",,,"['Lab lemco', 'Lab Lemco powder', 'Lab-lemco meat extract', 'Lab-Lemco powder']",['Oxoid (5×)'],"['8 solutions', '7 media']",https://mediadive.dsmz.de/solution-finder/Lab-Lemco+beef+extract///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Lab-Lemco+beef+extract///,"{""CAS Registry Number\u00ae"": {""text"": ""91079-38-8"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=91079-38-8""}}"
FeCl2,https://mediadive.dsmz.de/ingredients/603?p=21,30812,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:30812,7758-94-3,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7758-94-3,Cl2Fe,126.75,C603,24458,1490,FeCl2,"['FeCl2 x 4 H2O', 'FeCl2 x 6 H2O', 'FeCl2 x 7 H2O']",,,"['ferrous chloride', 'iron dichloride', 'iron(2+) chloride', 'iron(II) chloride', '[FeCl2]']","['130 mM (3×)', '0.1% w/v in 0.2 N HCl (1×)', '100 mM (1×)', 'freshly prepared, 0.2 M (1×)']","['7 solutions', '6 media']",https://mediadive.dsmz.de/solution-finder/FeCl2///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/FeCl2///,"{""CAS Registry Number\u00ae"": {""text"": ""7758-94-3"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=7758-94-3""}, ""PubChem CID"": {""text"": ""24458"", ""href"": ""https://pubchem.ncbi.nlm.nih.gov/compound/24458""}, ""ChEBI"": {""text"": ""30812"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:30812""}, ""GESTIS ZVG-Nr."": {""text"": ""1490"", ""href"": ""https://gestis.dguv.de/data?name=001490""}}"
Na-glycerol phosphate,https://mediadive.dsmz.de/ingredients/604?p=21,,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:,1334-74-3,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=1334-74-3,C3H9O6P.2Na,,C604,,,,,,,,['dissolve in saturated NaHCO3 (1×)'],"['2 solutions', '2 media']",https://mediadive.dsmz.de/solution-finder/Na-glycerol+phosphate///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Na-glycerol+phosphate///,"{""CAS Registry Number\u00ae"": {""text"": ""1334-74-3"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=1334-74-3""}}"
Na2HPO4x H2O,https://mediadive.dsmz.de/ingredients/607?p=21,34683,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:34683,7558-79-4,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7558-79-4,H3O4P.2Na,141.959,C607,,1660,Na2HPO4,"['Na2HPO4 x 12 H2O', 'Na2HPO4 x 2 H2O', 'Na2HPO4', 'Na2HPO4 x 3 H2O', 'Na2HPO4 x 7 H2O', 'Disodium Phosphate', 'Na2HPO4 x 6 H2O']",C13558,,"['Dibasic sodium phosphate', 'disodium acid orthophosphate', 'disodium hydrogen phosphate', 'disodium hydrogenphosphate', 'disodium monohydrogen phosphate', 'disodium orthophosphate', 'Disodium phosphate', 'Na2H2PO4 x H2O', 'Na2HPO4', 'Natriumphosphat', 'Phosphoric acid, disodium salt', 'Sodium phosphate, dibasic']",,"['7 solutions', '6 media']",https://mediadive.dsmz.de/solution-finder/Na2HPO4+x+H2O///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Na2HPO4+x+H2O///,"{""CAS Registry Number\u00ae"": {""text"": ""7558-79-4"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=7558-79-4""}, ""ChEBI"": {""text"": ""34683"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:34683""}, ""KEGG"": {""text"": ""C13558"", ""href"": ""https://www.genome.jp/dbget-bin/www_bget?cpd:C13558""}, ""GESTIS ZVG-Nr."": {""text"": ""1660"", ""href"": ""https://gestis.dguv.de/data?name=001660""}}"
MnSO4x 1 H2O,https://mediadive.dsmz.de/ingredients/608?p=21,86360,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:86360,7785-87-7,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=7785-87-7,MnO4S,151.001,C608,,2820,MnSO4,"['MnSO4 x H2O', 'MnSO4 x 6 H2O', 'MnSO4 x 5 H2O', 'MnSO4 x 2 H2O', 'MnSO4 x 4 H2O', 'MnSO4', 'MnSO4 x 7 H2O', 'Manganese Sulfate']",,,"['Manganese monosulfate', 'Manganese sulfate', 'Manganese sulfate anhydrous', 'Manganese sulphate', 'manganese(2+) sulfate', 'manganese(2+) sulphate', 'manganese(II) sulphate', 'Manganous sulfate', 'MnSO4']",['0.76 g/l stock solution (1×)'],"['5 solutions', '5 media']",https://mediadive.dsmz.de/solution-finder/MnSO4+x+1+H2O///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/MnSO4+x+1+H2O///,"{""CAS Registry Number\u00ae"": {""text"": ""7785-87-7"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=7785-87-7""}, ""ChEBI"": {""text"": ""86360"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:86360""}, ""MetaCyc"": {""text"": ""CPD0-1608"", ""href"": ""https://metacyc.org/compound?orgid=META&id=CPD0-1608""}, ""GESTIS ZVG-Nr."": {""text"": ""2820"", ""href"": ""https://gestis.dguv.de/data?name=002820""}}"
Niacin,https://mediadive.dsmz.de/ingredients/610?p=21,15940,https://mediadive.dsmz.dehttps://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15940,59-67-6,https://mediadive.dsmz.dehttps://commonchemistry.cas.org/detail?cas_rn=59-67-6,C6H5NO2,123.11,C610,938,40310,Nicotinic acid,['Nicotinic acid'],C00253,,"['3-carboxypyridine', '3-Pyridinecarboxylic acid', '3-Pyridylcarboxylic acid', 'acide nicotinique', 'acido nicotinico', 'acidum nicotinicum', 'anti-pellagra vitamin', 'beta-pyridinecarboxylic acid', 'm-pyridinecarboxylic acid', 'Niacine', 'Nicotinic acid', 'Nicotinsaure', 'Nikotinsaeure', 'P.P. factor', 'pellagra preventive factor', 'PP factor', 'pyridine-3-carboxylic acid', 'pyridine-beta-carboxylic acid', 'vitamin B3']",,"['5 solutions', '5 media']",https://mediadive.dsmz.de/solution-finder/Niacin///?mainsol=1&optional=1,https://mediadive.dsmz.de/finder/Niacin///,"{""CAS Registry Number\u00ae"": {""text"": ""59-67-6"", ""href"": ""https://commonchemistry.cas.org/detail?cas_rn=59-67-6""}, ""PubChem CID"": {""text"": ""938"", ""href"": ""https://pubchem.ncbi.nlm.nih.gov/compound/938""}, ""ChEBI"": {""text"": ""15940"", ""href"": ""https://www.ebi.ac.uk/chebi/searchId.do?chebiId=CHEBI:15940""}, ""KEGG"": {""text"": ""C00253"", ""href"": ""https://www.genome.jp/dbget-bin/www_bget?cpd:C00253""}, ""MetaCyc"": {""text"": ""NIACINE"", ""href"": ""https://metacyc.org/compound?orgid=META&id=NIACINE""}, ""GESTIS ZVG-Nr."": {""text"": ""40310"", ""href"": ""https://gestis.dguv.de/data?name=040310""}}"
