ID,Step,Solution,Solution_link,Medium,Mediums_link
step-1866,"Dissolve ingredients except carbonate, fructose, cysteine and sulfide, then sparge medium with 80% N2and 20% CO2gas mixture for 30 - 45 min to make it anoxic. Dispense medium under the same gas atmosphere into anoxic Hungate-type tubes or serum vials and autoclave. Add fructose, cysteine and sulfide from sterile anoxic stock solutions prepared under 100% N2gas and carbonate from a sterile anoxic stock solution prepared under 80% N2and 20% CO2gas mixture. Prior to use adjust pH of complete medium to 7.0 - 7.2, if necessary.",1759,/solutions/1759,860,/medium/860
step-6340,Note: For transfer of cultures use at least 10% (v/v) inoculum.,1760,/solutions/1760,861,/medium/861
step-1870,"Solution A is sparged with 80% N2and 20% CO2gas mixture to reach a pH below 6 (at least 30 - 45 min), then dispensed under the same gas atmosphere into serum vials (use at least bottles of 50 ml volume filled with 30 ml medium) and autoclaved.  Solutions B and F are prepared under 80% N2and 20% CO2gas atmosphere and sterilized. Sterile solutions C, D and E are prepared under 100% N2gas. Solutions D and F are sterilized by filtration. To complete the medium appropriate amounts of solutions B to F are added to the sterile solution A in the sequence as indicated. Final pH of the medium should be 7.0 - 7.2.",1760,/solutions/1760,861,/medium/861
step-1873,"Solution A is sparged with 80% N2and 20% CO2gas mixture to reach a pH below 6 (at least 30 – 45 min), then dispensed under the same gas atmosphere into serum vials (use at least bottles of 50 ml volume filled with 30 ml medium) and autoclaved. Solutions B and F are prepared under 80% N2and 20% CO2gas atmosphere and sterilized. Sterile solutions C, D and E are prepared under 100% N2gas. Solutions D and F are sterilized by filtration. To complete the medium appropriate amounts of solutions B to F are added to the sterile solution A in the sequence as indicated. Final pH of the medium should be 7.0 - 7.2.",1770,/solutions/1770,861a,/medium/861a
step-1874,"Anaerobically dispense liquid minimal medium in 10-ml portions into 100-ml serum vials under an atmosphere of N2/CO2(80:20). Seal vials with butyl rubber stoppers secured with aluminium crimp seals. Sterilize by autoclaving for 15 minutes at 121°C. Prior to inoculation, pressurize bottles to 2 x 102 kPa with H2/CO2. For solidified plating medium, add the following components per liter of liquid minimal medium:",1780,/solutions/1780,863,/medium/863
step-1875,Add titanium(III) citrate solution to warm (60°C) agar medium after autoclaving. For preparation of solidified agar medium.,1780,/solutions/1780,863,/medium/863
step-1876,Adjust pH of nitrilotriacetic acid in solution to 7.0 with KOH. Add minerals and adjust the final pH to 7.0.,1782,/solutions/1782,863,/medium/863
step-1877,Dissolve 106 g Na2CO3in 1 liter of degassed H2O. Autoclave in sealed serum bottles under CO2.,1783,/solutions/1783,863,/medium/863
step-1878,"To 50 ml of boiled and cooled distilled or deionized H2O add 5 g of L-cysteine hydrochloride
. Adjust pH to 10 with 3N NaOH and store under N2in a serum bottle sealed with a butyl rubber stopper.",1784,/solutions/1784,863,/medium/863
step-6600,To 50 ml of boiled and cooled distilled or deionized H2O add 5 g of Na2S x 9 H2O. Adjust pH to 10 with 3N NaOH and store under N2in a serum bottle sealed with a butyl rubber stopper.,5833,/solutions/5833,863,/medium/863
step-1880,Neutralize pH with a saturated sodium carbonate solution and store in a serum bottle under N2.,5663,/solutions/5663,863,/medium/863
step-1881,"Dissolve ingredients except hydrogenphosphate and thiosulfate, adjust pH to 6.5, then dispense medium into culture vessels and autoclave. Add hydrogenphosphate and thiosulfate from sterile stock solutions. Adjust pH of complete medium to 6.5 - 7.0.",1785,/solutions/1785,864,/medium/864
step-1884,"Dissolve the ingredients (except carbonate, bicarbonate, vitamins, formate and sulfide,) and sparge medium with 100% N2gas for 30 - 45 min to make it anoxic. Add and dissolve carbonate and bicarbonate, adjust pH to 8.8 - 9.0, then dispense under 100% N2gas atmosphere into anoxic Hungate-type tubes or serum vials and autoclave. Before use add vitamins (sterilized by filtration), formate and sulfide from sterile anoxic stock solutions prepared under 100% N2gas.",1787,/solutions/1787,866,/medium/866
step-1886,"supplement medium 28 with 0,25% Yeast-extract, 0,3% Na-acetate, 2mg/l Vitamin B12and 10ml/l Standard vitamin solution (see below).",1788,/solutions/1788,867,/medium/867
step-6346,"The sulfide solution is prepared in a 250 ml screw-capped bottle with a butyl rubber septum and a magnetic stirrer. The solution is bubbled with nitrogen gas, closed and autoclaved for 15 min. at 121°C. After cooling to room temperature the pH is adjusted to about 7.0 by adding of sterile 2 M H2SO4drop-wise with a syringe without opening the bottle.",5665,/solutions/5665,901a,/medium/901a
step-6347,Appearance of a yellow colour indicates the drop of pH to about 8. The solution should be stirred continuously to avoid precipitation of elemental sulfur. The final solution should be clear and is yellow in colour.,5665,/solutions/5665,901a,/medium/901a
step-1897,Adjust pH to 6.0.,1794,/solutions/1794,867,/medium/867
step-1898,"Mix solution D, C and E. Bubble with CO2in an ice bath under sterile conditions.",1794,/solutions/1794,867,/medium/867
step-1899,Fill 50 ml in each bottle of solution A. Before using add 4 ml solution B and 0.1 ml solution C.,1794,/solutions/1794,867,/medium/867
step-1900,Adjust the pH with filter-sterilised 1M Na2CO3to 7.1-7.3.,1794,/solutions/1794,867,/medium/867
step-1901,"Fill in sterile, N2gassed screw-cap tubes under N2gas.",1794,/solutions/1794,867,/medium/867
step-1902,"During the first 24 h, the iron of the medium precipitates in the form of black flocks. No other sediment should arise in the otherwise clear medium. Feed periodically with neutralized 3% solution of sodium sulfide to replenish sulfide and with other supplement solutions (see Ref. 3365).",1794,/solutions/1794,867,/medium/867
step-1903,"The sulfide solution is prepared in a 250 ml screw-capped bottle with a butyl rubber septum and a magnetic stirrer. The solution is bubbled with nitrogen gas, closed and autoclaved for 15 min. at 121°C. After cooling to room temperature the pH is adjusted to about 7.0 by adding of sterile 2 M H2SO4drop-wise with a syringe without opening the bottle.",1795,/solutions/1795,867,/medium/867
step-1904,Appearance of a yellow colour indicates the drop of pH to about 8. The solution should be stirred continuously to avoid precipitation of elemental sulfur. The final solution should be clear and is yellow in colour.,1795,/solutions/1795,867,/medium/867
step-1905,"Dissolve dehydrated TSB medium and resazurin, bring to the boil and cool to room temperature while sparging with 100% N2gas. Adjust pH to 5.5, dispense under same gas atmosphere into anoxic Hungate-type tubes or serum vials and autoclave. Add glucose from a separately sterilized anoxic stock solution.",1797,/solutions/1797,869,/medium/869
step-1907,"Dissolve all ingredients except carbonate, crotonate, vitamins, sulfide and cysteine, then sparge medium with 80% N2and 20% CO2gas mixture for 30 - 45 min to make it anoxic. Dispense medium under same gas atmosphere into anoxic Hungate-type tubes or serum vials and autoclave. Add crotonate, vitamins, sulfide and cysteine from sterile anoxic stock solutions prepared under 100% N2gas and carbonate from a sterile anoxic stock solution prepared under 80% N2and 20% CO2gas atmosphere. Sterilize vitamins by filtration. Adjust pH of complete medium to 7.0, if necessary.",1798,/solutions/1798,870,/medium/870
step-1908,"Dissolve crotonic acid in 800 ml distilled water, add around 100 ml of 10 N NaOH and adjust pH to around 7. Then add water to reach a volume of 1000 ml. Sterilize by filtration under 100% N2gas atmosphere.",1799,/solutions/1799,870,/medium/870
step-1910,pH should be between 7.0 - 7.4.,1800,/solutions/1800,871,/medium/871
step-1911,32 g seasalt in 1000 ml distilled water.,1801,/solutions/1801,871,/medium/871
step-1912,"Dissolve all ingredients except carbonate, cinnamic acid, sulfide and cysteine, then sparge medium with 80% N2and 20% CO2gas mixture for 30 - 45 min to make it anoxic. Dispense medium under same gas atmosphere into anoxic Hungate-type tubes or serum vials and autoclave. Add cinnamic acid, sulfide and cysteine from sterile anoxic stock solutions prepared under 100% N2gas and carbonate from a sterile anoxic stock solution prepared under 80% N2and 20% CO2gas atmosphere. Adjust pH of complete medium to 7.2 - 7.5, if necessary.",1802,/solutions/1802,872,/medium/872
step-1913,"Dissolve ingredients, except magnesium chloride, calcium chloride, carbonate, vitamins, glucose and sulfide, then sparge medium for 30 - 45 min with 80% N2and 20% CO2gas mixture to make it anoxic. Dispense medium under same gas atmosphere into anoxic Hungate-type tubes or serum vials and autoclave. After autoclaving, add magnesium chloride, calcium chloride, vitamins, glucose and sulfide from sterile anoxic stock solutions prepared under 100% N2gas and carbonate from a sterile anoxic stock solution prepared under 80% N2and 20% CO2gas mixture. Vitamins should be sterilized by filtration. Adjust pH of the complete medium to 7.0 - 7.3, if necessary.",1803,/solutions/1803,873,/medium/873
step-1914,"Add solutions B and C to solution A, adjust pH of the combined solution to 1.6 - 1.8 with H2SO4, then sterilize using membrane filter and dispense in sterile culture vessels. Prior to use, add the appropriate volume of solution D sterilized by autoclaving.",1804,/solutions/1804,874,/medium/874
step-1917,"Solution A is sparged with 80% N2and 20% CO2gas mixture to reach a pH below 6 (at least 30 - 45 min), then distributed under the same gas atmosphere into anoxic Hungate-type tubes or serum vials and autoclaved. Solutions B, E and F are autoclaved separately under 100% N2gas atmosphere. Solution C is autoclaved under 80% N2and 20% CO2gas atmosphere. Solution D is prepared under 100% N2gas atmosphere and sterilized by filtration. To complete the medium appropriate amounts of solutions B to F are added to the sterile solution A in the sequence as indicated. Final pH of the medium should be 7.0 - 7.3.",1808,/solutions/1808,875,/medium/875
step-1918,"Dissolve all ingredients except carbonate, caproate, butyrate, vitamins and sulfide, then sparge medium with 80% N2and 20% CO2gas mixture for 30 - 45 min to make it anoxic. Dispense medium under same gas atmosphere into anoxic Hungate-type tubes or serum vials and autoclave. Add caproate, butyrate, vitamins and sulfide from sterile anoxic stock solutions prepared under 100% N2gas and carbonate from a sterile anoxic stock solution prepared under 80% N2and 20% CO2gas atmosphere. Vitamins should be sterilized by filtration. Adjust pH of complete medium to 6.7 - 6.9, if necessary.",1815,/solutions/1815,876,/medium/876
step-1919,Note: Growth can be stimulated by supplementing the medium with 1% (v/v) of fatty acid mixture (see medium 119).,1815,/solutions/1815,876,/medium/876
step-1920,pH 8.6. Sterilize at 121°C for 15 min at 1 atm.,1816,/solutions/1816,877,/medium/877
step-1921,Adjust pH to 7.2 with NaOH. Autoclave at 121°C for 15 min.,1817,/solutions/1817,878,/medium/878
step-1922,Autoclave the phosphate buffer separately and then add to the medium.,1817,/solutions/1817,878,/medium/878
step-1924,Adjust pH to 7.2,1818,/solutions/1818,878,/medium/878
step-1925,"Dissolve ingredients (except bicarbonate, fructose, vitamins and reducing agents), sparge medium with 80% N2and 20% CO2gas mixture for 30 - 45 min to make it anoxic and adjust pH to 5.5. Dispense medium under same gas atmosphere into anoxic Hungate-type tubes or serum vials and autoclave at 121°C for 15 min. Add fructose, vitamins (sterilized by filtration), cysteine and sulfide from sterile stock solutions prepared under 100% N2gas atmosphere and bicarbonate from a sterile stock solution prepared under 80% N2and 20% CO2gas atmosphere. Adjust pH of complete medium to 5.9!",1820,/solutions/1820,879,/medium/879
step-1927,"Dissolve ingredients (except bicarbonate, cysteine, methanol, vitamins and sulfide), sparge medium with 80% N2and 20% CO2gas mixture for 30 - 45 min to make it anoxic, then add solid bicarbonate and cysteine and equilibrate the medium with the gas mixture to reach a pH of 7.0. Dispense medium under 80% N2and 20% CO2gas atmosphere into anoxic Hungate-type tubes or serum vials and autoclave. To the autoclaved medium add methanol (50% v/v solution), vitamins and sulfide from sterile anoxic stock solutions prepared under 100% N2gas. Vitamins should be sterilized by filtration. Adjust pH of complete medium to 7.0 - 7.2, if necessary.",1821,/solutions/1821,880,/medium/880
step-7521,Combine the autoclaved solution with the autoclaved carbonate and bicarbonate powder and dissolve.,6324,/solutions/6324,1814,/medium/1814
step-7522,After combining the autoclaved compounds add the following sterile solutions.,6324,/solutions/6324,1814,/medium/1814
step-7523,Note: Alternatively use CYE-ACES AGAR,6329,/solutions/6329,585a,/medium/585a
